customer_id,frequency,monetary,recency,R,F,M,RFM_Score,Segment
16895,5,1102.9,64,3,3,3,9,High-Value
16896,1,103.95,554,1,1,1,3,At-Risk
16897,2,289.78,298,2,2,1,5,Other
16898,5,885.21,25,3,3,3,9,High-Value
16899,8,1695.77,7,4,4,3,11,High-Value
16900,3,882.16,16,4,3,3,10,High-Value
16901,1,204.26,728,1,1,1,3,At-Risk
16902,1,1706.88,115,2,1,3,6,Other
16903,3,1041.75,28,3,3,3,9,High-Value
16904,20,4656.56,3,4,4,4,12,High-Value
16905,17,4704.27,4,4,4,4,12,High-Value
16906,7,1410.07,81,3,4,3,10,High-Value
16907,9,1470.89,28,3,4,3,10,High-Value
16908,1,252.59,721,1,1,1,3,At-Risk
16909,1,379.14,71,3,1,2,6,Other
16910,8,1508.96,3,4,4,3,11,High-Value
16911,2,255.25,635,1,2,1,4,At-Risk
16912,15,4460.51,28,3,4,4,11,High-Value
16913,3,423.90999999999997,289,2,3,2,7,Other
16914,1,183.76,35,3,1,1,5,One-Time
16915,11,1543.18,8,4,4,3,11,High-Value
16916,4,896.12,23,4,3,3,10,High-Value
16917,2,1851.88,276,2,2,3,7,Other
16918,16,3206.54,49,3,4,4,11,High-Value
16919,24,4909.66,155,2,4,4,10,High-Value
16920,1,355.45,410,1,1,2,4,At-Risk
16921,3,409.21,60,3,3,2,8,Loyal
16922,1,611.08,572,1,1,2,4,At-Risk
16923,32,13157.130000000001,11,4,4,4,12,High-Value
16924,3,829.89,20,4,3,2,9,High-Value
16925,1,125.65,539,1,1,1,3,At-Risk
16926,5,1169.61,370,2,3,3,8,Other
16927,3,543.05,115,2,3,2,7,Other
16928,26,3798.08,79,3,4,4,11,High-Value
16929,7,1295.39,3,4,4,3,11,High-Value
16930,3,378.89,25,3,3,2,8,Loyal
16931,23,5032.22,4,4,4,4,12,High-Value
16932,3,412.55,52,3,3,2,8,Loyal
16933,9,3099.3,0,4,4,4,12,High-Value
16934,6,2083.14,54,3,3,3,9,High-Value
16935,3,530.86,381,1,3,2,6,At-Risk
16936,2,548.29,25,3,2,2,7,Other
16937,1,196.25,498,1,1,1,3,At-Risk
16938,9,6995.360000000001,8,4,4,4,12,High-Value
16939,3,433.85,488,1,3,2,6,At-Risk
16940,8,6427.66,51,3,4,4,11,High-Value
16941,1,33.0,611,1,1,1,3,At-Risk
16942,9,1904.99,12,4,4,3,11,High-Value
16943,3,816.73,211,2,3,2,7,Other
16944,1,101.36,609,1,1,1,3,At-Risk
16945,33,8548.16,21,4,4,4,12,High-Value
16946,5,1222.04,382,1,3,3,7,At-Risk
16947,4,946.71,235,2,3,3,8,Other
16948,7,868.77,138,2,4,3,9,High-Value
16949,6,1286.27,3,4,3,3,10,High-Value
16950,10,3533.77,56,3,4,4,11,High-Value
16951,3,1277.75,134,2,3,3,8,Other
16952,5,795.83,108,2,3,2,7,Other
16953,1,20.8,29,3,1,1,5,One-Time
16954,20,6081.88,0,4,4,4,12,High-Value
16955,6,1120.31,184,2,3,3,8,Other
16956,1,308.74,17,4,1,1,6,One-Time
16957,2,416.64,238,2,2,2,6,Other
16958,1,778.49,434,1,1,2,4,At-Risk
16959,1,117.35,86,3,1,1,5,One-Time
16960,8,1988.93,38,3,4,3,10,High-Value
16961,3,794.56,115,2,3,2,7,Other
16962,1,251.04,409,1,1,1,3,At-Risk
16963,1,110.55000000000001,186,2,1,1,4,One-Time
16964,2,207.85,732,1,2,1,4,At-Risk
16965,1,192.07,226,2,1,1,4,One-Time
16966,7,2154.97,7,4,4,3,11,High-Value
16967,1,319.02,188,2,1,1,4,One-Time
16968,2,439.43,3,4,2,2,8,Other
16969,3,650.41,38,3,3,2,8,Loyal
16970,1,71.4,625,1,1,1,3,At-Risk
16971,1,357.21,37,3,1,2,6,Other
16972,2,749.0,382,1,2,2,5,At-Risk
16973,1,127.0,385,1,1,1,3,At-Risk
16974,2,365.5,522,1,2,2,5,At-Risk
16975,3,926.12,422,1,3,3,7,At-Risk
16976,1,251.51999999999998,266,2,1,1,4,One-Time
16977,4,496.0,394,1,3,2,6,At-Risk
16978,3,768.88,77,3,3,2,8,Loyal
16979,9,2859.7400000000002,3,4,4,4,12,High-Value
16980,3,1422.83,254,2,3,3,8,Other
16982,1,384.06,60,3,1,2,6,Other
16983,11,3490.53,12,4,4,4,12,High-Value
16984,9,10350.53,87,3,4,4,11,High-Value
16985,23,10923.16,16,4,4,4,12,High-Value
16986,11,4888.75,29,3,4,4,11,High-Value
16987,11,2499.45,2,4,4,4,12,High-Value
16988,2,382.67,4,4,2,2,8,Other
16989,6,1133.25,6,4,3,3,10,High-Value
16990,2,344.0,218,2,2,2,6,Other
16991,1,1041.21,420,1,1,3,5,At-Risk
16992,13,5476.5,10,4,4,4,12,High-Value
16993,2,1950.95,463,1,2,3,6,At-Risk
16996,9,2123.61,29,3,4,3,10,High-Value
16997,3,702.0,287,2,3,2,7,Other
16998,5,402.0,149,2,3,2,7,Other
16999,2,484.82,22,4,2,2,8,Other
17000,2,406.3,395,1,2,2,5,At-Risk
17001,19,6640.8,0,4,4,4,12,High-Value
17002,7,2571.55,85,3,4,4,11,High-Value
17003,4,828.21,401,1,3,2,6,At-Risk
17004,4,2324.36,45,3,3,4,10,High-Value
17005,2,622.36,470,1,2,2,5,At-Risk
17006,8,1635.27,4,4,4,3,11,High-Value
17007,7,1120.1,50,3,4,3,10,High-Value
17008,1,81.36,428,1,1,1,3,At-Risk
17009,1,242.06,550,1,1,1,3,At-Risk
17010,1,195.36,17,4,1,1,6,One-Time
17011,3,671.7,29,3,3,2,8,Loyal
17012,1,360.61,724,1,1,2,4,At-Risk
17014,3,583.4300000000001,7,4,3,2,9,High-Value
17015,3,1838.6100000000001,28,3,3,3,9,High-Value
17016,1,552.4,576,1,1,2,4,At-Risk
17017,29,12576.99,2,4,4,4,12,High-Value
17018,6,2287.7,40,3,3,4,10,High-Value
17019,11,3586.9900000000002,10,4,4,4,12,High-Value
17020,2,935.62,541,1,2,3,6,At-Risk
17021,6,1182.22,441,1,3,3,7,At-Risk
17022,2,260.0,30,3,2,1,6,Other
17023,3,800.1800000000001,416,1,3,2,6,At-Risk
17024,3,95.85,44,3,3,1,7,Loyal
17025,5,1349.67,60,3,3,3,9,High-Value
17026,3,175.83,184,2,3,1,6,Other
17027,9,1310.63,78,3,4,3,10,High-Value
17028,3,1593.83,580,1,3,3,7,At-Risk
17029,7,2137.3,110,2,4,3,9,High-Value
17030,1,146.87,63,3,1,1,5,One-Time
17031,6,2773.85,11,4,3,4,11,High-Value
17032,5,2896.69,602,1,3,4,8,At-Risk
17033,4,1332.79,85,3,3,3,9,High-Value
17034,5,1276.42,15,4,3,3,10,High-Value
17035,4,613.59,245,2,3,2,7,Other
17036,1,176.9,382,1,1,1,3,At-Risk
17037,1,1267.32,87,3,1,3,7,Other
17038,2,743.17,29,3,2,2,7,Other
17039,1,1954.99,603,1,1,3,5,At-Risk
17040,2,463.25,137,2,2,2,6,Other
17041,6,1655.2,26,3,3,3,9,High-Value
17042,5,1036.58,2,4,3,3,10,High-Value
17043,8,2593.65,31,3,4,4,11,High-Value
17044,12,11962.300000000001,24,4,4,4,12,High-Value
17045,5,827.6800000000001,112,2,3,2,7,Other
17046,5,1906.07,156,2,3,3,8,Other
17047,6,2289.23,84,3,3,4,10,High-Value
17048,7,2071.6800000000003,117,2,4,3,9,High-Value
17049,19,9942.53,2,4,4,4,12,High-Value
17050,11,4648.59,95,2,4,4,10,High-Value
17051,4,706.49,193,2,3,2,7,Other
17052,1,399.09000000000003,27,3,1,2,6,Other
17053,1,498.48,130,2,1,2,5,Other
17054,5,1356.33,27,3,3,3,9,High-Value
17055,1,232.85,445,1,1,1,3,At-Risk
17056,1,128.60000000000002,737,1,1,1,3,At-Risk
17057,1,288.79,595,1,1,1,3,At-Risk
17058,3,1179.89,81,3,3,3,9,High-Value
17059,9,4864.57,29,3,4,4,11,High-Value
17060,1,234.24,265,2,1,1,4,One-Time
17061,11,5232.2300000000005,73,3,4,4,11,High-Value
17062,6,884.71,313,2,3,3,8,Other
17063,13,3638.53,20,4,4,4,12,High-Value
17064,3,855.45,58,3,3,2,8,Loyal
17065,2,194.70000000000002,637,1,2,1,4,At-Risk
17066,1,228.34,725,1,1,1,3,At-Risk
17067,3,454.54,724,1,3,2,6,At-Risk
17068,47,8980.18,11,4,4,4,12,High-Value
17069,14,5517.2300000000005,27,3,4,4,11,High-Value
17070,2,437.42,113,2,2,2,6,Other
17071,13,3793.71,27,3,4,4,11,High-Value
17072,1,273.35,624,1,1,1,3,At-Risk
17073,4,1444.84,17,4,3,3,10,High-Value
17074,1,203.05,562,1,1,1,3,At-Risk
17075,10,2236.63,17,4,4,3,11,High-Value
17076,6,1242.75,35,3,3,3,9,High-Value
17077,1,306.0,577,1,1,1,3,At-Risk
17078,2,375.86,35,3,2,2,7,Other
17079,1,118.80000000000001,77,3,1,1,5,One-Time
17080,7,957.53,21,4,4,3,11,High-Value
17081,6,949.39,24,4,3,3,10,High-Value
17082,6,4732.03,32,3,3,4,10,High-Value
17083,9,4049.79,108,2,4,4,10,High-Value
17084,3,5001.21,34,3,3,4,10,High-Value
17085,28,7839.27,122,2,4,4,10,High-Value
17086,6,2050.08,6,4,3,3,10,High-Value
17087,1,221.53,737,1,1,1,3,At-Risk
17088,4,1991.01,27,3,3,3,9,High-Value
17089,1,128.45,385,1,1,1,3,At-Risk
17090,13,3080.1800000000003,3,4,4,4,12,High-Value
17091,19,7495.75,2,4,4,4,12,High-Value
17092,11,5511.41,49,3,4,4,11,High-Value
17093,1,235.88,592,1,1,1,3,At-Risk
17094,2,402.20000000000005,321,2,2,2,6,Other
17095,7,2572.25,22,4,4,4,12,High-Value
17096,11,3697.93,14,4,4,4,12,High-Value
17097,9,1143.36,1,4,4,3,11,High-Value
17098,3,591.07,381,1,3,2,6,At-Risk
17099,1,582.17,532,1,1,2,4,At-Risk
17100,2,971.74,17,4,2,3,9,High-Value
17101,7,2507.05,9,4,4,4,12,High-Value
17102,1,25.5,261,2,1,1,4,One-Time
17103,1,424.3,721,1,1,2,4,At-Risk
17104,1,474.03000000000003,423,1,1,2,4,At-Risk
17105,2,665.78,158,2,2,2,6,Other
17106,1,481.58,388,1,1,2,4,At-Risk
17107,10,16052.72,32,3,4,4,11,High-Value
17108,1,174.95,663,1,1,1,3,At-Risk
17109,8,1291.71,28,3,4,3,10,High-Value
17110,3,499.9,164,2,3,2,7,Other
17111,2,459.58,46,3,2,2,7,Other
17112,1,197.57,502,1,1,1,3,At-Risk
17113,6,2305.59,573,1,3,4,8,At-Risk
17114,8,801.12,5,4,4,2,10,High-Value
17115,7,2761.4900000000002,7,4,4,4,12,High-Value
17116,1,389.78,647,1,1,2,4,At-Risk
17117,1,116.2,287,2,1,1,4,One-Time
17118,1,157.02,317,2,1,1,4,One-Time
17119,2,606.91,2,4,2,2,8,Other
17120,1,307.46,232,2,1,1,4,One-Time
17121,1,314.74,402,1,1,1,3,At-Risk
17122,4,570.5,118,2,3,2,7,Other
17123,3,966.6700000000001,161,2,3,3,8,Other
17124,1,294.24,184,2,1,1,4,One-Time
17125,1,230.5,49,3,1,1,5,One-Time
17126,9,2008.93,151,2,4,3,9,High-Value
17127,5,1155.0300000000002,428,1,3,3,7,At-Risk
17128,1,157.09,334,2,1,1,4,One-Time
17129,1,31.85,519,1,1,1,3,At-Risk
17131,5,2463.17,4,4,3,4,11,High-Value
17132,2,1220.91,451,1,2,3,6,At-Risk
17133,12,14622.33,15,4,4,4,12,High-Value
17134,3,625.3000000000001,106,2,3,2,7,Other
17135,10,1716.38,15,4,4,3,11,High-Value
17136,1,231.68,661,1,1,1,3,At-Risk
17137,6,1099.81,415,1,3,3,7,At-Risk
17138,7,4417.27,275,2,4,4,10,High-Value
17139,25,19566.76,15,4,4,4,12,High-Value
17140,1,454.12,246,2,1,2,5,Other
17141,4,727.58,417,1,3,2,6,At-Risk
17142,4,1275.25,238,2,3,3,8,Other
17143,2,880.97,416,1,2,3,6,At-Risk
17144,2,984.57,0,4,2,3,9,High-Value
17145,4,3120.91,512,1,3,4,8,At-Risk
17146,13,5852.64,105,2,4,4,10,High-Value
17147,9,3199.95,22,4,4,4,12,High-Value
17148,1,124.88,51,3,1,1,5,One-Time
17149,1,143.10000000000002,450,1,1,1,3,At-Risk
17150,6,1357.95,376,2,3,3,8,Other
17151,1,231.90000000000003,734,1,1,1,3,At-Risk
17152,4,2016.5,194,2,3,3,8,Other
17153,1,213.78,23,4,1,1,6,One-Time
17154,1,329.34,74,3,1,1,5,One-Time
17155,7,892.46,17,4,4,3,11,High-Value
17156,1,591.87,491,1,1,2,4,At-Risk
17157,19,5151.9,7,4,4,4,12,High-Value
17158,5,1980.0,31,3,3,3,9,High-Value
17159,5,2099.59,21,4,3,3,10,High-Value
17160,17,10209.16,30,3,4,4,11,High-Value
17161,1,856.01,443,1,1,2,4,At-Risk
17162,10,1715.46,28,3,4,3,10,High-Value
17163,4,699.78,21,4,3,2,9,High-Value
17164,7,2467.35,32,3,4,4,11,High-Value
17165,6,1794.32,283,2,3,3,8,Other
17166,2,206.34,38,3,2,1,6,Other
17167,3,867.11,379,1,3,3,7,At-Risk
17168,1,400.2,498,1,1,2,4,At-Risk
17169,3,1156.73,57,3,3,3,9,High-Value
17170,2,178.68,373,2,2,1,5,Other
17171,2,384.59000000000003,288,2,2,2,6,Other
17172,3,956.57,78,3,3,3,9,High-Value
17173,8,3766.6,4,4,4,4,12,High-Value
17174,1,59.9,217,2,1,1,4,One-Time
17175,4,1443.69,43,3,3,3,9,High-Value
17176,3,902.3199999999999,201,2,3,3,8,Other
17177,1,119.5,504,1,1,1,3,At-Risk
17178,1,432.96,730,1,1,2,4,At-Risk
17179,6,1507.26,177,2,3,3,8,Other
17180,11,2236.77,55,3,4,3,10,High-Value
17181,3,309.85,56,3,3,1,7,Loyal
17182,2,321.3,422,1,2,1,4,At-Risk
17183,6,3347.31,7,4,3,4,11,High-Value
17184,2,198.41,568,1,2,1,4,At-Risk
17185,3,229.46,591,1,3,1,5,At-Risk
17186,2,144.0,46,3,2,1,6,Other
17187,2,467.71,226,2,2,2,6,Other
17188,13,4592.93,10,4,4,4,12,High-Value
17189,5,953.63,105,2,3,3,8,Other
17190,7,1724.73,58,3,4,3,10,High-Value
17191,15,4310.34,27,3,4,4,11,High-Value
17192,1,75.28,535,1,1,1,3,At-Risk
17193,9,2310.04,35,3,4,4,11,High-Value
17194,2,776.66,360,2,2,2,6,Other
17195,1,562.98,654,1,1,2,4,At-Risk
17196,1,327.75,427,1,1,1,3,At-Risk
17197,1,1013.01,29,3,1,3,7,Other
17198,3,692.22,23,4,3,2,9,High-Value
17199,1,135.04000000000002,581,1,1,1,3,At-Risk
17200,4,356.71,386,1,3,2,6,At-Risk
17201,4,1132.6,53,3,3,3,9,High-Value
17202,1,160.65,420,1,1,1,3,At-Risk
17203,10,5564.09,35,3,4,4,11,High-Value
17204,9,5504.6900000000005,174,2,4,4,10,High-Value
17205,3,999.35,53,3,3,3,9,High-Value
17206,1,204.24,52,3,1,1,5,One-Time
17207,1,291.77,651,1,1,1,3,At-Risk
17208,1,111.15,395,1,1,1,3,At-Risk
17209,3,595.7,648,1,3,2,6,At-Risk
17210,1,251.72,392,1,1,1,3,At-Risk
17211,13,3773.35,26,3,4,4,11,High-Value
17212,3,794.41,252,2,3,2,7,Other
17213,13,4869.400000000001,39,3,4,4,11,High-Value
17214,6,1059.1200000000001,59,3,3,3,9,High-Value
17215,1,186.15,463,1,1,1,3,At-Risk
17216,1,63.6,553,1,1,1,3,At-Risk
17217,2,210.1,233,2,2,1,5,Other
17218,18,3889.39,3,4,4,4,12,High-Value
17219,2,259.13,31,3,2,1,6,Other
17220,21,4451.41,23,4,4,4,12,High-Value
17221,5,976.62,6,4,3,3,10,High-Value
17222,6,1563.6100000000001,64,3,3,3,9,High-Value
17223,3,523.04,309,2,3,2,7,Other
17224,1,100.86,500,1,1,1,3,At-Risk
17225,1,131.15,581,1,1,1,3,At-Risk
17226,3,895.47,308,2,3,3,8,Other
17227,12,1878.93,18,4,4,3,11,High-Value
17228,13,2820.03,15,4,4,4,12,High-Value
17229,2,318.76,95,2,2,1,5,Other
17230,18,9388.49,263,2,4,4,10,High-Value
17231,25,7064.8,11,4,4,4,12,High-Value
17232,2,417.77,2,4,2,2,8,Other
17233,3,560.86,34,3,3,2,8,Loyal
17234,1,149.89,182,2,1,1,4,One-Time
17235,8,1562.98,24,4,4,3,11,High-Value
17236,12,1929.26,12,4,4,3,11,High-Value
17237,4,994.13,10,4,3,3,10,High-Value
17238,32,7331.17,2,4,4,4,12,High-Value
17239,4,1189.45,312,2,3,3,8,Other
17240,1,130.60000000000002,595,1,1,1,3,At-Risk
17241,12,2736.64,384,1,4,4,9,High-Value
17242,5,2889.28,107,2,3,4,9,High-Value
17243,69,20184.68,0,4,4,4,12,High-Value
17244,5,1826.04,52,3,3,3,9,High-Value
17245,2,371.63,204,2,2,2,6,Other
17246,2,38.92,546,1,2,1,4,At-Risk
17247,1,280.09000000000003,14,4,1,1,6,One-Time
17248,2,500.54,119,2,2,2,6,Other
17249,1,68.03,428,1,1,1,3,At-Risk
17250,2,381.97,3,4,2,2,8,Other
17251,3,798.98,362,2,3,2,7,Other
17252,2,348.90999999999997,116,2,2,2,6,Other
17253,1,178.26,17,4,1,1,6,One-Time
17254,3,469.47999999999996,4,4,3,2,9,High-Value
17255,4,781.7,40,3,3,2,8,Loyal
17256,5,498.93,106,2,3,2,7,Other
17257,2,189.78,435,1,2,1,4,At-Risk
17258,2,417.3,396,1,2,2,5,At-Risk
17259,6,1452.39,147,2,3,3,8,Other
17260,1,120.95,410,1,1,1,3,At-Risk
17261,1,221.59,509,1,1,1,3,At-Risk
17262,11,2488.76,51,3,4,4,11,High-Value
17263,1,63.44,207,2,1,1,4,One-Time
17264,1,268.28,423,1,1,1,3,At-Risk
17265,2,550.01,138,2,2,2,6,Other
17266,5,501.72,1,4,3,2,9,High-Value
17267,2,317.2,126,2,2,1,5,Other
17268,11,1733.8899999999999,107,2,4,3,9,High-Value
17269,1,491.81,385,1,1,2,4,At-Risk
17270,2,601.4499999999999,468,1,2,2,5,At-Risk
17271,1,204.3,735,1,1,1,3,At-Risk
17272,4,2148.63,41,3,3,3,9,High-Value
17273,1,141.12,423,1,1,1,3,At-Risk
17274,2,573.22,34,3,2,2,7,Other
17275,1,114.10000000000001,382,1,1,1,3,At-Risk
17276,1,501.24,401,1,1,2,4,At-Risk
17277,2,1065.3500000000001,227,2,2,3,7,Other
17278,2,271.24,240,2,2,1,5,Other
17279,1,187.82999999999998,57,3,1,1,5,One-Time
17280,1,118.86,437,1,1,1,3,At-Risk
17281,6,797.85,373,2,3,2,7,Other
17282,5,2308.54,129,2,3,4,9,High-Value
17283,1,188.46,378,2,1,1,4,One-Time
17284,7,2558.6,59,3,4,4,11,High-Value
17285,2,400.44,627,1,2,2,5,At-Risk
17286,3,389.18,21,4,3,2,9,High-Value
17287,21,3826.86,25,3,4,4,11,High-Value
17288,11,2468.43,8,4,4,4,12,High-Value
17289,9,2041.8,31,3,4,3,10,High-Value
17290,8,1427.48,3,4,4,3,11,High-Value
17291,1,550.8000000000001,307,2,1,2,5,Other
17292,2,271.75,471,1,2,1,4,At-Risk
17293,17,3750.63,7,4,4,4,12,High-Value
17294,2,467.79,668,1,2,2,5,At-Risk
17295,3,547.0,28,3,3,2,8,Loyal
17296,1,338.13,729,1,1,1,3,At-Risk
17297,1,128.18,16,4,1,1,6,One-Time
17298,5,938.36,100,2,3,3,8,Other
17299,6,993.23,11,4,3,3,10,High-Value
17300,2,393.64,390,1,2,2,5,At-Risk
17301,2,294.39,20,4,2,1,7,Other
17302,5,1135.63,14,4,3,3,10,High-Value
17303,1,250.04,360,2,1,1,4,One-Time
17304,1,111.5,533,1,1,1,3,At-Risk
17305,1,2135.46,648,1,1,3,5,At-Risk
17306,21,9782.35,10,4,4,4,12,High-Value
17307,11,3999.89,394,1,4,4,9,High-Value
17308,2,4511.76,392,1,2,4,7,At-Risk
17309,3,320.39,94,3,3,1,7,Loyal
17310,2,1025.1,386,1,2,3,6,At-Risk
17311,6,3566.56,77,3,3,4,10,High-Value
17312,3,644.3,138,2,3,2,7,Other
17313,1,2328.84,30,3,1,4,8,Other
17314,17,4904.43,24,4,4,4,12,High-Value
17315,41,9559.5,1,4,4,4,12,High-Value
17316,1,124.45,419,1,1,1,3,At-Risk
17317,3,2600.34,45,3,3,4,10,High-Value
17318,1,157.33,724,1,1,1,3,At-Risk
17319,1,29.1,668,1,1,1,3,At-Risk
17320,6,2444.85,99,2,3,4,9,High-Value
17321,6,1665.21,7,4,3,3,10,High-Value
17322,5,922.59,375,2,3,3,8,Other
17323,12,1547.64,14,4,4,3,11,High-Value
17324,12,2171.07,17,4,4,3,11,High-Value
17325,3,609.5699999999999,279,2,3,2,7,Other
17326,2,312.35,407,1,2,1,4,At-Risk
17327,2,152.35,409,1,2,1,4,At-Risk
17328,1,104.7,672,1,1,1,3,At-Risk
17329,5,998.53,13,4,3,3,10,High-Value
17330,4,423.8,22,4,3,2,9,High-Value
17331,1,175.2,123,2,1,1,4,One-Time
17332,5,827.77,527,1,3,2,6,At-Risk
17333,1,494.25,85,3,1,2,6,Other
17334,3,635.15,301,2,3,2,7,Other
17335,2,497.04,383,1,2,2,5,At-Risk
17336,1,81.12,471,1,1,1,3,At-Risk
17337,4,1979.61,150,2,3,3,8,Other
17338,17,11880.54,16,4,4,4,12,High-Value
17339,3,302.36,93,3,3,1,7,Loyal
17340,18,19617.95,29,3,4,4,11,High-Value
17341,5,1272.21,156,2,3,3,8,Other
17342,4,1227.54,379,1,3,3,7,At-Risk
17343,6,1259.94,354,2,3,3,8,Other
17344,2,457.36,45,3,2,2,7,Other
17345,10,1586.63,14,4,4,3,11,High-Value
17346,26,4991.41,3,4,4,4,12,High-Value
17347,1,228.96,85,3,1,1,5,One-Time
17348,9,2430.99,14,4,4,4,12,High-Value
17349,5,772.41,178,2,3,2,7,Other
17350,7,1893.701,7,4,4,3,11,High-Value
17351,12,1964.38,35,3,4,3,10,High-Value
17352,1,36.25,695,1,1,1,3,At-Risk
17353,4,3242.0,128,2,3,4,9,High-Value
17354,4,3133.96,50,3,3,4,10,High-Value
17355,1,273.31,385,1,1,1,3,At-Risk
17356,5,946.47,311,2,3,3,8,Other
17357,2,384.39,23,4,2,2,8,Other
17358,5,861.01,302,2,3,3,8,Other
17359,2,284.46,10,4,2,1,7,Other
17360,6,1200.51,16,4,3,3,10,High-Value
17361,5,871.79,48,3,3,3,9,High-Value
17362,7,1024.04,238,2,4,3,9,High-Value
17363,3,920.46,394,1,3,3,7,At-Risk
17364,28,11972.92,0,4,4,4,12,High-Value
17365,15,8179.45,12,4,4,4,12,High-Value
17366,2,1077.24,431,1,2,3,6,At-Risk
17367,1,167.55,237,2,1,1,4,One-Time
17368,14,2758.29,22,4,4,4,12,High-Value
17369,1,979.2,455,1,1,3,5,At-Risk
17370,4,446.18,72,3,3,2,8,Loyal
17371,6,651.37,16,4,3,2,9,High-Value
17372,27,4316.46,40,3,4,4,11,High-Value
17373,7,1167.5,39,3,4,3,10,High-Value
17374,3,727.11,218,2,3,2,7,Other
17375,4,660.55,198,2,3,2,7,Other
17376,4,453.64,70,3,3,2,8,Loyal
17377,78,17639.23,23,4,4,4,12,High-Value
17378,1,10.95,373,2,1,1,4,One-Time
17379,1,389.72,10,4,1,2,7,Other
17380,3,645.0,433,1,3,2,6,At-Risk
17381,38,36398.65,8,4,4,4,12,High-Value
17382,8,902.28,64,3,4,3,10,High-Value
17383,2,304.09000000000003,3,4,2,1,7,Other
17384,3,507.55,18,4,3,2,9,High-Value
17385,1,256.11,14,4,1,1,6,One-Time
17386,7,2812.77,7,4,4,4,12,High-Value
17387,2,746.81,19,4,2,2,8,Other
17388,11,2675.37,77,3,4,4,11,High-Value
17389,61,57215.33,0,4,4,4,12,High-Value
17390,1,149.29999999999998,420,1,1,1,3,At-Risk
17391,2,508.8,163,2,2,2,6,Other
17392,3,579.92,306,2,3,2,7,Other
17393,2,381.15,410,1,2,2,5,At-Risk
17394,1,203.86999999999998,218,2,1,1,4,One-Time
17395,1,97.5,507,1,1,1,3,At-Risk
17396,13,8391.6,38,3,4,4,11,High-Value
17397,3,1198.28,21,4,3,3,10,High-Value
17398,3,653.38,114,2,3,2,7,Other
17400,8,4623.28,125,2,4,4,10,High-Value
17401,1,114.85,540,1,1,1,3,At-Risk
17402,22,4600.5599999999995,4,4,4,4,12,High-Value
17403,2,382.87,35,3,2,2,7,Other
17404,21,47638.12,3,4,4,4,12,High-Value
17405,3,1031.41,0,4,3,3,10,High-Value
17406,13,4186.95,332,2,4,4,10,High-Value
17407,1,552.9,411,1,1,2,4,At-Risk
17408,3,316.09000000000003,162,2,3,1,6,Other
17409,10,7793.51,184,2,4,4,10,High-Value
17410,5,1214.72,15,4,3,3,10,High-Value
17411,5,1425.38,11,4,3,3,10,High-Value
17412,16,4220.22,2,4,4,4,12,High-Value
17413,2,560.14,404,1,2,2,5,At-Risk
17414,6,2249.52,43,3,3,4,10,High-Value
17415,1,507.84,79,3,1,2,6,Other
17416,22,17298.45,29,3,4,4,11,High-Value
17417,1,164.18,548,1,1,1,3,At-Risk
17418,3,670.0600000000001,41,3,3,2,8,Loyal
17419,18,6126.25,10,4,4,4,12,High-Value
17420,6,953.58,49,3,3,3,9,High-Value
17421,3,1059.41,385,1,3,3,7,At-Risk
17422,11,3594.76,15,4,4,4,12,High-Value
17423,3,1118.95,45,3,3,3,9,High-Value
17425,2,759.17,18,4,2,2,8,Other
17426,13,8077.77,7,4,4,4,12,High-Value
17427,1,100.8,71,3,1,1,5,One-Time
17428,45,31466.760000000002,0,4,4,4,12,High-Value
17429,5,1357.46,127,2,3,3,8,Other
17430,4,622.57,32,3,3,2,8,Loyal
17431,1,403.3,312,2,1,2,5,Other
17432,9,1728.99,17,4,4,3,11,High-Value
17433,2,569.96,87,3,2,2,7,Other
17434,7,2373.82,1,4,4,4,12,High-Value
17435,1,331.35,410,1,1,1,3,At-Risk
17436,5,534.0600000000001,1,4,3,2,9,High-Value
17437,1,369.68,529,1,1,2,4,At-Risk
17438,5,1422.77,253,2,3,3,8,Other
17439,1,325.74,655,1,1,1,3,At-Risk
17440,4,323.58,156,2,3,1,6,Other
17441,1,293.35,731,1,1,1,3,At-Risk
17442,15,4620.3,36,3,4,4,11,High-Value
17443,1,534.24,219,2,1,2,5,Other
17444,2,2389.1,151,2,2,4,8,Other
17446,2,120.89999999999999,176,2,2,1,5,Other
17447,2,541.53,39,3,2,2,7,Other
17448,41,14448.67,528,1,4,4,9,High-Value
17449,13,4865.15,1,4,4,4,12,High-Value
17450,51,244784.25,7,4,4,4,12,High-Value
17451,7,1721.4,0,4,4,3,11,High-Value
17453,2,486.72,17,4,2,2,8,Other
17454,10,1547.94,191,2,4,3,9,High-Value
17455,1,131.7,203,2,1,1,4,One-Time
17456,2,975.5600000000001,364,2,2,3,7,Other
17457,14,5984.81,126,2,4,4,10,High-Value
17458,2,529.58,14,4,2,2,8,Other
17459,2,657.3,42,3,2,2,7,Other
17460,16,2157.9700000000003,93,3,4,3,10,High-Value
17461,3,735.82,22,4,3,2,9,High-Value
17462,2,675.69,59,3,2,2,7,Other
17463,7,2535.26,15,4,4,4,12,High-Value
17464,3,907.14,157,2,3,3,8,Other
17465,7,2542.79,425,1,4,4,9,High-Value
17466,2,763.28,9,4,2,2,8,Other
17467,1,102.6,394,1,1,1,3,At-Risk
17468,3,194.8,9,4,3,1,8,Loyal
17469,17,5051.25,15,4,4,4,12,High-Value
17470,11,2626.47,44,3,4,4,11,High-Value
